id_postulante,correo,num_telefono,nombres,apellidos,nota_postulacion,opcion_1,politica_cuotas,vulnerable,cuadro_honor,pueblo_nacionalidad,titulo_superior
P0848,maria848@mail.com,0962354597,Maria,Vera,814,EC1,SI,NO,NO,NO,NO
P0849,lucia849@mail.com,0935926058,Lucia,Gomez,718,CO2,NO,NO,NO,NO,NO
P0850,pedro850@mail.com,0940748906,Pedro,Gomez,721,IS2,NO,NO,NO,NO,NO
P0851,miguel851@mail.com,0970650030,Miguel,Gomez,706,AR1,NO,NO,SI,NO,NO
P0852,ana852@mail.com,0984114339,Ana,Vera,957,AD1,NO,NO,NO,NO,NO
P0853,juan853@mail.com,0911721028,Juan,Gomez,755,AR1,NO,NO,NO,NO,NO
P0854,juan854@mail.com,0921610922,Juan,Zambrano,678,IS1,NO,SI,SI,NO,NO
P0855,maria855@mail.com,0911330612,Maria,Cedeño,747,EC1,NO,SI,NO,NO,NO
P0856,ana856@mail.com,0915940011,Ana,Perez,736,EC1,NO,NO,NO,NO,NO
P0857,pedro857@mail.com,0988240103,Pedro,Cedeño,963,PS1,NO,NO,NO,NO,NO
P0858,juan858@mail.com,0995661084,Juan,Castro,906,EN1,NO,NO,NO,SI,NO
P0859,luis859@mail.com,0914692195,Luis,Perez,871,ME1,NO,NO,SI,NO,NO
P0860,carlos860@mail.com,0986756461,Carlos,Gomez,892,PS1,NO,NO,NO,NO,NO
P0861,pedro861@mail.com,0946345119,Pedro,Zambrano,835,IS1,NO,SI,NO,NO,NO
P0862,rosa862@mail.com,0929714411,Rosa,Zambrano,659,ME1,NO,NO,NO,NO,NO
P0863,juan863@mail.com,0941411789,Juan,Mendoza,757,ME1,NO,NO,NO,NO,NO
P0864,rosa864@mail.com,0996427588,Rosa,Lopez,728,IS2,NO,NO,NO,NO,NO
P0865,pedro865@mail.com,0965079823,Pedro,Mendoza,961,ME1,NO,NO,NO,NO,NO
P0866,pedro866@mail.com,0953467718,Pedro,Mendoza,820,EC1,NO,NO,NO,NO,NO
P0867,lucia867@mail.com,0967785288,Lucia,Perez,940,AR1,NO,NO,NO,NO,NO
P0868,carlos868@mail.com,0957974197,Carlos,Cedeño,715,EC1,NO,NO,NO,NO,NO
P0869,rosa869@mail.com,0935191651,Rosa,Garcia,956,CO1,NO,NO,SI,NO,NO
P0870,lucia870@mail.com,0950929265,Lucia,Mendoza,916,EC1,NO,NO,NO,NO,NO
P0871,sofia871@mail.com,0951042885,Sofia,Gomez,938,IS3,SI,NO,NO,NO,NO
P0872,carlos872@mail.com,0918514667,Carlos,Mendoza,867,IS1,SI,NO,NO,NO,SI
P0873,pedro873@mail.com,0954070003,Pedro,Garcia,780,PS1,NO,NO,SI,NO,NO
P0874,pedro874@mail.com,0975177347,Pedro,Castro,797,CO1,NO,NO,NO,NO,NO
P0875,juan875@mail.com,0960975791,Juan,Gomez,926,IS1,NO,NO,SI,NO,NO
P0876,lucia876@mail.com,0950072024,Lucia,Castro,948,IS3,NO,NO,SI,NO,NO
P0877,maria877@mail.com,0968832501,Maria,Torres,665,IS1,NO,NO,NO,NO,NO
P0878,maria878@mail.com,0952156768,Maria,Garcia,884,AD1,NO,SI,NO,NO,NO
P0879,ana879@mail.com,0945081584,Ana,Cedeño,719,CO2,NO,NO,NO,NO,NO
P0880,pedro880@mail.com,0947062409,Pedro,Vera,882,DE1,NO,NO,NO,NO,NO
P0881,rosa881@mail.com,0984336150,Rosa,Castro,900,AR1,NO,SI,NO,NO,NO
P0882,lucia882@mail.com,0969864086,Lucia,Lopez,785,AR1,NO,NO,NO,NO,SI
P0883,miguel883@mail.com,0960575349,Miguel,Torres,950,IS3,NO,NO,NO,NO,NO
P0884,pedro884@mail.com,0936472614,Pedro,Garcia,849,EN1,NO,NO,NO,NO,NO
P0885,sofia885@mail.com,0961550742,Sofia,Gomez,870,CO2,NO,NO,NO,NO,NO
P0886,sofia886@mail.com,0988133340,Sofia,Zambrano,914,AD2,NO,NO,SI,NO,NO
P0887,pedro887@mail.com,0963326323,Pedro,Gomez,682,IS2,NO,NO,NO,NO,NO
P0888,lucia888@mail.com,0999907577,Lucia,Vera,667,AD1,NO,NO,NO,SI,NO
P0889,miguel889@mail.com,0946910418,Miguel,Gomez,935,CO2,NO,SI,NO,NO,NO
P0890,maria890@mail.com,0966326573,Maria,Gomez,757,EC1,NO,NO,NO,NO,NO
P0891,pedro891@mail.com,0951426605,Pedro,Mendoza,915,IS1,NO,NO,NO,NO,NO
P0892,sofia892@mail.com,0928057427,Sofia,Perez,945,EC1,NO,NO,NO,NO,SI
P0893,maria893@mail.com,0924891264,Maria,Perez,665,AD2,NO,NO,NO,NO,NO
P0894,luis894@mail.com,0982314356,Luis,Zambrano,943,ME1,NO,NO,NO,NO,SI
P0895,carlos895@mail.com,0910441742,Carlos,Garcia,862,PS1,SI,NO,NO,NO,NO
P0896,rosa896@mail.com,0985133881,Rosa,Lopez,909,PS1,NO,NO,NO,NO,NO
P0897,juan897@mail.com,0993187475,Juan,Perez,887,IS3,NO,NO,NO,NO,NO
P0898,juan898@mail.com,0973824379,Juan,Castro,722,DE1,NO,NO,NO,NO,NO
P0899,miguel899@mail.com,0936538238,Miguel,Zambrano,825,IN1,NO,SI,NO,NO,NO
P0900,sofia900@mail.com,0952984292,Sofia,Perez,862,IN1,NO,NO,NO,NO,NO
P0901,pedro901@mail.com,0956278841,Pedro,Perez,730,EN1,SI,NO,NO,NO,SI
P0902,sofia902@mail.com,0927179093,Sofia,Torres,780,IN1,SI,NO,NO,NO,NO
P0903,sofia903@mail.com,0962870385,Sofia,Cedeño,901,EN1,NO,NO,SI,NO,NO
P0904,pedro904@mail.com,0944841491,Pedro,Mendoza,870,IS3,SI,NO,NO,NO,NO
P0905,pedro905@mail.com,0955519104,Pedro,Perez,938,AD2,NO,NO,NO,SI,NO
P0906,rosa906@mail.com,0950196208,Rosa,Zambrano,915,AD2,NO,NO,NO,NO,NO
P0907,miguel907@mail.com,0973641774,Miguel,Vera,934,DE1,SI,NO,NO,NO,NO
P0908,miguel908@mail.com,0985431966,Miguel,Garcia,763,EC1,SI,SI,NO,NO,NO
P0909,juan909@mail.com,0939162338,Juan,Mendoza,880,CO2,NO,NO,NO,NO,NO
P0910,juan910@mail.com,0933809277,Juan,Gomez,677,IS2,NO,NO,SI,NO,NO
P0911,lucia911@mail.com,0935370356,Lucia,Perez,863,IS1,NO,NO,NO,NO,NO
P0912,luis912@mail.com,0911020179,Luis,Garcia,797,MA1,NO,NO,NO,NO,NO
P0913,sofia913@mail.com,0918532051,Sofia,Cedeño,842,CO1,NO,NO,NO,NO,NO
P0914,pedro914@mail.com,0967837710,Pedro,Garcia,817,MA1,NO,NO,NO,NO,NO
P0915,rosa915@mail.com,0921065413,Rosa,Lopez,921,IS3,NO,SI,NO,NO,NO
P0916,pedro916@mail.com,0938149607,Pedro,Torres,857,CO2,NO,NO,NO,NO,NO
P0917,lucia917@mail.com,0937459280,Lucia,Lopez,890,PS1,NO,NO,NO,NO,NO
P0918,luis918@mail.com,0936487860,Luis,Perez,951,ME1,NO,NO,NO,NO,NO
P0919,lucia919@mail.com,0965067438,Lucia,Mendoza,679,ME1,NO,NO,NO,SI,NO
P0920,carlos920@mail.com,0980775189,Carlos,Castro,962,MA1,NO,NO,NO,NO,NO
P0921,ana921@mail.com,0943419167,Ana,Mendoza,666,IN1,NO,NO,NO,NO,NO
P0922,carlos922@mail.com,0985856900,Carlos,Lopez,938,EC1,NO,NO,NO,NO,NO
P0923,sofia923@mail.com,0936970195,Sofia,Zambrano,878,IS3,NO,NO,NO,NO,SI
P0924,miguel924@mail.com,0935208835,Miguel,Gomez,808,DE1,NO,NO,NO,NO,NO
P0925,luis925@mail.com,0931810177,Luis,Cedeño,866,CO2,NO,NO,NO,NO,NO
P0926,luis926@mail.com,0999959354,Luis,Vera,760,IS2,SI,NO,NO,NO,NO
P0927,maria927@mail.com,0972582387,Maria,Zambrano,710,IS1,NO,NO,NO,NO,NO
P0928,miguel928@mail.com,0964955979,Miguel,Zambrano,791,AD2,NO,NO,SI,NO,NO
P0929,carlos929@mail.com,0925925550,Carlos,Perez,758,DE1,NO,NO,NO,NO,NO
P0930,miguel930@mail.com,0927353763,Miguel,Torres,772,IS1,NO,NO,NO,NO,NO
P0931,lucia931@mail.com,0968391594,Lucia,Castro,988,CO2,NO,SI,NO,NO,NO
P0932,carlos932@mail.com,0968002070,Carlos,Zambrano,675,CO1,NO,SI,NO,NO,NO
P0933,rosa933@mail.com,0935723786,Rosa,Garcia,654,AR1,SI,NO,NO,NO,NO
P0934,maria934@mail.com,0959971822,Maria,Vera,847,EN1,NO,NO,SI,NO,NO
P0935,sofia935@mail.com,0993696771,Sofia,Mendoza,816,IS2,NO,NO,NO,NO,NO
P0936,rosa936@mail.com,0911897384,Rosa,Vera,981,CO2,NO,NO,NO,NO,NO
P0937,carlos937@mail.com,0980870648,Carlos,Mendoza,942,IS1,NO,NO,NO,NO,NO
P0938,rosa938@mail.com,0995526470,Rosa,Gomez,755,IN1,NO,SI,NO,NO,NO
P0939,maria939@mail.com,0933181516,Maria,Mendoza,858,ME1,SI,NO,NO,NO,NO
P0940,ana940@mail.com,0950501997,Ana,Cedeño,807,AD1,NO,NO,NO,NO,NO
P0941,juan941@mail.com,0983085770,Juan,Castro,662,AD1,NO,NO,NO,NO,NO
P0942,maria942@mail.com,0911201462,Maria,Garcia,907,AD2,NO,NO,NO,NO,NO
P0943,luis943@mail.com,0937061826,Luis,Zambrano,712,IS2,NO,NO,NO,NO,NO
P0944,ana944@mail.com,0976973244,Ana,Gomez,668,ME1,NO,NO,NO,NO,NO
P0945,maria945@mail.com,0952555336,Maria,Castro,705,EN1,NO,SI,NO,NO,NO
P0946,carlos946@mail.com,0929221806,Carlos,Vera,896,AD2,NO,NO,NO,NO,NO
P0947,luis947@mail.com,0998248335,Luis,Lopez,941,IS3,NO,NO,NO,NO,NO
P0948,juan948@mail.com,0955665815,Juan,Lopez,733,EN1,NO,NO,NO,NO,NO
P0949,sofia949@mail.com,0948926479,Sofia,Vera,663,MA1,NO,NO,NO,NO,NO
P0950,luis950@mail.com,0910868528,Luis,Lopez,753,PS1,NO,NO,NO,NO,NO
P0951,rosa951@mail.com,0968137818,Rosa,Torres,958,ME1,NO,NO,NO,NO,NO
P0952,miguel952@mail.com,0977294530,Miguel,Zambrano,987,IS1,NO,NO,NO,NO,NO
P0953,ana953@mail.com,0922608135,Ana,Castro,765,CO1,NO,NO,NO,NO,NO
P0954,carlos954@mail.com,0940398105,Carlos,Perez,803,AD1,NO,SI,NO,NO,NO
P0955,maria955@mail.com,0929979472,Maria,Castro,810,IS3,NO,NO,SI,NO,NO
P0956,rosa956@mail.com,0954080212,Rosa,Garcia,826,AD1,NO,NO,SI,NO,NO
P0957,juan957@mail.com,0911708131,Juan,Garcia,934,CO2,NO,NO,NO,NO,NO
P0958,rosa958@mail.com,0946216995,Rosa,Gomez,897,MA1,NO,NO,SI,NO,NO
P0959,ana959@mail.com,0973725998,Ana,Zambrano,917,EN1,NO,SI,NO,NO,NO
P0960,pedro960@mail.com,0918224775,Pedro,Vera,916,IN1,NO,NO,NO,NO,NO
P0961,miguel961@mail.com,0927003339,Miguel,Lopez,698,EC1,NO,NO,NO,NO,NO
P0962,miguel962@mail.com,0994031620,Miguel,Garcia,920,EC1,NO,NO,NO,NO,NO
P0963,maria963@mail.com,0969990517,Maria,Lopez,965,AR1,NO,NO,NO,NO,NO
P0964,carlos964@mail.com,0939570220,Carlos,Garcia,711,AD1,NO,NO,NO,NO,SI
P0965,juan965@mail.com,0983497205,Juan,Vera,978,MA1,NO,NO,NO,NO,NO
P0966,juan966@mail.com,0991914669,Juan,Gomez,734,ME1,NO,NO,NO,NO,NO
P0967,pedro967@mail.com,0964816657,Pedro,Castro,701,IS1,NO,SI,NO,NO,NO
P0968,sofia968@mail.com,0958054019,Sofia,Torres,948,CO1,NO,NO,NO,NO,NO
P0969,luis969@mail.com,0969538606,Luis,Perez,734,EC1,NO,NO,NO,NO,NO
P0970,carlos970@mail.com,0956078123,Carlos,Gomez,657,EC1,NO,NO,NO,NO,NO
P0971,sofia971@mail.com,0916825250,Sofia,Vera,934,AD2,NO,NO,NO,NO,NO
P0972,sofia972@mail.com,0972417613,Sofia,Vera,898,AR1,NO,NO,NO,NO,NO
P0973,lucia973@mail.com,0927823354,Lucia,Lopez,784,CO1,NO,NO,NO,NO,NO
P0974,lucia974@mail.com,0917747756,Lucia,Gomez,684,IS3,SI,NO,NO,NO,NO
P0975,luis975@mail.com,0913345961,Luis,Torres,801,IS2,NO,NO,NO,NO,NO
P0976,carlos976@mail.com,0949077459,Carlos,Gomez,898,EC1,NO,NO,NO,NO,NO
P0977,rosa977@mail.com,0972370645,Rosa,Castro,862,CO1,NO,NO,NO,NO,NO
P0978,juan978@mail.com,0939481068,Juan,Perez,981,IN1,NO,NO,NO,NO,NO
P0979,ana979@mail.com,0973088136,Ana,Cedeño,845,CO1,NO,NO,NO,NO,NO
P0980,ana980@mail.com,0989277003,Ana,Castro,778,IS2,NO,NO,NO,NO,NO
P0981,carlos981@mail.com,0931132792,Carlos,Mendoza,921,CO2,NO,NO,NO,NO,NO
P0982,pedro982@mail.com,0941125179,Pedro,Vera,693,IS1,NO,NO,NO,NO,NO
P0983,maria983@mail.com,0941657816,Maria,Castro,995,IS2,NO,SI,NO,NO,NO
P0984,sofia984@mail.com,0929382050,Sofia,Gomez,722,AD2,NO,NO,NO,NO,NO
P0985,lucia985@mail.com,0950129905,Lucia,Castro,961,AD2,NO,NO,NO,NO,NO
P0986,pedro986@mail.com,0979702756,Pedro,Garcia,881,CO2,NO,NO,NO,NO,NO
P0987,pedro987@mail.com,0997093970,Pedro,Torres,654,ME1,NO,NO,NO,NO,NO
P0988,carlos988@mail.com,0931931677,Carlos,Cedeño,933,AD1,NO,SI,NO,NO,NO
P0989,maria989@mail.com,0913886328,Maria,Mendoza,838,CO1,NO,NO,NO,NO,NO
P0990,luis990@mail.com,0949516737,Luis,Gomez,911,IS1,NO,NO,NO,NO,NO
P0991,pedro991@mail.com,0928851206,Pedro,Cedeño,705,AR1,NO,NO,NO,NO,NO
P0992,miguel992@mail.com,0983249714,Miguel,Gomez,907,EN1,NO,NO,NO,NO,NO
P0993,pedro993@mail.com,0931800409,Pedro,Zambrano,785,IS3,NO,NO,NO,NO,NO
P0994,lucia994@mail.com,0922694356,Lucia,Gomez,799,MA1,NO,NO,NO,NO,NO
P0995,carlos995@mail.com,0963979999,Carlos,Vera,793,CO1,NO,NO,NO,NO,NO
P0996,ana996@mail.com,0974899917,Ana,Perez,878,AD1,NO,SI,NO,NO,NO
P0997,carlos997@mail.com,0948772506,Carlos,Lopez,712,CO1,SI,NO,NO,NO,NO
P0998,carlos998@mail.com,0918459664,Carlos,Cedeño,802,AD1,NO,NO,NO,NO,NO
P0999,maria999@mail.com,0915857386,Maria,Vera,924,MA1,NO,NO,NO,NO,SI
P1000,maria1000@mail.com,0947525095,Maria,Perez,683,IN1,NO,SI,NO,NO,NO
P1001,ana1001@mail.com,0953138862,Ana,Gomez,668,AD2,NO,NO,NO,NO,NO
P1002,maria1002@mail.com,0915209646,Maria,Cedeño,706,AR1,NO,NO,SI,NO,NO
P1003,sofia1003@mail.com,0964955595,Sofia,Torres,951,EN1,NO,NO,NO,NO,NO
P1004,lucia1004@mail.com,0950038167,Lucia,Torres,845,AD1,NO,NO,NO,NO,NO
P1005,lucia1005@mail.com,0988947632,Lucia,Vera,748,EN1,NO,NO,NO,NO,NO
P1006,rosa1006@mail.com,0943943018,Rosa,Garcia,909,IS3,NO,NO,NO,NO,NO
P1007,carlos1007@mail.com,0953274834,Carlos,Gomez,853,EN1,NO,NO,NO,NO,NO
P1008,miguel1008@mail.com,0923539001,Miguel,Cedeño,716,EC1,NO,NO,NO,NO,NO
P1009,carlos1009@mail.com,0948974186,Carlos,Lopez,763,AD1,NO,NO,SI,NO,NO
P1010,sofia1010@mail.com,0996939186,Sofia,Zambrano,930,DE1,NO,NO,NO,NO,NO
P1011,juan1011@mail.com,0985021759,Juan,Garcia,993,MA1,SI,NO,NO,NO,NO
P1012,luis1012@mail.com,0994161594,Luis,Mendoza,901,DE1,NO,NO,NO,NO,NO
P1013,luis1013@mail.com,0975579132,Luis,Torres,689,MA1,NO,NO,NO,NO,NO
P1014,pedro1014@mail.com,0918827240,Pedro,Lopez,922,MA1,SI,SI,SI,NO,NO
P1015,miguel1015@mail.com,0977526212,Miguel,Cedeño,756,MA1,NO,NO,NO,NO,NO
P1016,sofia1016@mail.com,0993649478,Sofia,Vera,916,AR1,NO,NO,NO,NO,NO
P1017,carlos1017@mail.com,0997457596,Carlos,Garcia,724,CO1,NO,NO,NO,NO,NO
P1018,lucia1018@mail.com,0910988229,Lucia,Lopez,687,IN1,NO,NO,NO,NO,NO
P1019,ana1019@mail.com,0945918569,Ana,Lopez,940,IN1,NO,NO,NO,NO,NO
P1020,carlos1020@mail.com,0972324894,Carlos,Vera,671,AD1,SI,NO,NO,SI,NO
P1021,ana1021@mail.com,0966297024,Ana,Lopez,984,IS3,NO,NO,NO,NO,NO
P1022,ana1022@mail.com,0986584427,Ana,Mendoza,963,IN1,NO,NO,NO,NO,NO
P1023,sofia1023@mail.com,0969701657,Sofia,Garcia,983,PS1,NO,NO,SI,NO,NO
P1024,miguel1024@mail.com,0972453698,Miguel,Castro,789,IS1,NO,NO,NO,NO,NO
P1025,pedro1025@mail.com,0944102068,Pedro,Mendoza,974,PS1,SI,NO,NO,NO,NO
P1026,pedro1026@mail.com,0916035942,Pedro,Gomez,861,EC1,NO,SI,NO,NO,NO
P1027,luis1027@mail.com,0937343966,Luis,Lopez,669,EC1,SI,NO,NO,NO,NO
P1028,lucia1028@mail.com,0944473105,Lucia,Torres,745,IS1,NO,NO,NO,NO,NO
P1029,maria1029@mail.com,0976108837,Maria,Zambrano,885,CO2,NO,NO,NO,SI,NO
P1030,luis1030@mail.com,0949889327,Luis,Mendoza,946,MA1,NO,NO,NO,NO,NO
P1031,maria1031@mail.com,0952786446,Maria,Lopez,937,EC1,NO,SI,NO,NO,SI
P1032,lucia1032@mail.com,0930488801,Lucia,Zambrano,925,CO1,NO,NO,NO,NO,NO
P1033,maria1033@mail.com,0943181478,Maria,Vera,758,IS2,NO,NO,NO,SI,NO
P1034,luis1034@mail.com,0941184125,Luis,Zambrano,738,AR1,NO,NO,NO,NO,NO
P1035,pedro1035@mail.com,0980423995,Pedro,Zambrano,953,IN1,NO,NO,NO,NO,NO
P1036,juan1036@mail.com,0941111575,Juan,Cedeño,953,DE1,NO,NO,NO,NO,NO
P1037,lucia1037@mail.com,0910463024,Lucia,Vera,961,CO2,SI,NO,SI,NO,NO
P1038,sofia1038@mail.com,0928590137,Sofia,Torres,767,AR1,NO,NO,NO,NO,NO
P1039,lucia1039@mail.com,0986437467,Lucia,Gomez,730,EN1,NO,NO,NO,NO,NO
P1040,luis1040@mail.com,0945082922,Luis,Gomez,698,IN1,NO,SI,NO,NO,NO
P1041,juan1041@mail.com,0920545338,Juan,Zambrano,994,IS3,NO,NO,NO,NO,NO
P1042,sofia1042@mail.com,0938208323,Sofia,Torres,782,ME1,NO,NO,NO,NO,NO
P1043,miguel1043@mail.com,0972212717,Miguel,Garcia,726,AR1,NO,SI,SI,NO,NO
P1044,miguel1044@mail.com,0936123626,Miguel,Torres,885,DE1,SI,NO,NO,SI,NO
P1045,miguel1045@mail.com,0946931348,Miguel,Cedeño,962,CO1,NO,NO,NO,NO,NO
P1046,rosa1046@mail.com,0997409907,Rosa,Gomez,776,PS1,NO,NO,SI,NO,NO
P1047,lucia1047@mail.com,0927126874,Lucia,Mendoza,979,ME1,NO,SI,NO,NO,NO
P1048,carlos1048@mail.com,0948964498,Carlos,Garcia,777,IS3,NO,NO,NO,NO,NO
P1049,juan1049@mail.com,0977826985,Juan,Zambrano,848,AD1,SI,NO,NO,NO,NO
P1050,pedro1050@mail.com,0957239740,Pedro,Vera,822,IS3,NO,SI,NO,NO,NO
P1051,luis1051@mail.com,0969084279,Luis,Mendoza,789,IS1,NO,NO,NO,NO,NO
P1052,maria1052@mail.com,0960012822,Maria,Lopez,935,MA1,SI,NO,NO,NO,NO
P1053,lucia1053@mail.com,0944504444,Lucia,Mendoza,826,CO1,NO,NO,NO,NO,NO
P1054,rosa1054@mail.com,0989367907,Rosa,Torres,836,PS1,NO,NO,NO,NO,NO
P1055,lucia1055@mail.com,0931783082,Lucia,Mendoza,740,ME1,NO,NO,NO,NO,SI
P1056,pedro1056@mail.com,0936789320,Pedro,Perez,754,IN1,NO,NO,NO,NO,NO
P1057,ana1057@mail.com,0918405529,Ana,Zambrano,988,AR1,NO,NO,NO,NO,SI
P1058,juan1058@mail.com,0933020479,Juan,Cedeño,964,EC1,NO,SI,NO,NO,NO
P1059,miguel1059@mail.com,0916142416,Miguel,Castro,924,EN1,NO,NO,NO,NO,NO
P1060,rosa1060@mail.com,0923711565,Rosa,Torres,808,DE1,NO,NO,NO,NO,NO
P1061,luis1061@mail.com,0989195954,Luis,Lopez,724,IS1,NO,NO,NO,NO,NO
P1062,carlos1062@mail.com,0976163088,Carlos,Torres,792,MA1,SI,NO,SI,NO,NO
P1063,carlos1063@mail.com,0940758940,Carlos,Castro,998,AR1,NO,NO,NO,NO,NO
P1064,miguel1064@mail.com,0968038994,Miguel,Castro,692,MA1,NO,SI,NO,NO,NO
P1065,miguel1065@mail.com,0945947251,Miguel,Mendoza,678,EC1,NO,NO,SI,NO,NO
P1066,sofia1066@mail.com,0994784806,Sofia,Gomez,847,IS1,NO,NO,NO,NO,SI
P1067,carlos1067@mail.com,0911916065,Carlos,Gomez,672,PS1,NO,NO,NO,NO,NO
P1068,rosa1068@mail.com,0932734278,Rosa,Torres,706,EN1,NO,NO,NO,NO,NO
P1069,luis1069@mail.com,0942502249,Luis,Castro,693,IN1,NO,NO,NO,NO,NO
P1070,rosa1070@mail.com,0929699731,Rosa,Castro,795,CO1,NO,NO,NO,NO,NO
P1071,rosa1071@mail.com,0965607771,Rosa,Perez,764,MA1,NO,NO,NO,NO,NO
P1072,sofia1072@mail.com,0933649394,Sofia,Gomez,830,AD1,NO,NO,NO,NO,NO
P1073,luis1073@mail.com,0997547661,Luis,Zambrano,694,IN1,SI,NO,NO,NO,NO
P1074,pedro1074@mail.com,0945230323,Pedro,Vera,898,AD2,NO,NO,NO,NO,NO
P1075,lucia1075@mail.com,0930033221,Lucia,Mendoza,914,MA1,SI,SI,NO,NO,NO
P1076,carlos1076@mail.com,0974891766,Carlos,Lopez,808,AD1,NO,NO,NO,NO,NO
P1077,miguel1077@mail.com,0941456893,Miguel,Gomez,986,AD1,SI,NO,SI,NO,NO
P1078,maria1078@mail.com,0967305201,Maria,Garcia,790,MA1,NO,NO,NO,NO,NO
P1079,pedro1079@mail.com,0974228617,Pedro,Castro,675,AD1,NO,SI,NO,NO,NO
P1080,juan1080@mail.com,0914125572,Juan,Lopez,959,AR1,NO,NO,NO,NO,SI
P1081,carlos1081@mail.com,0913693989,Carlos,Vera,687,MA1,NO,NO,NO,NO,NO
P1082,ana1082@mail.com,0947233565,Ana,Zambrano,840,ME1,NO,NO,NO,NO,NO
P1083,sofia1083@mail.com,0916225821,Sofia,Mendoza,920,DE1,NO,NO,NO,NO,NO
P1084,miguel1084@mail.com,0982891361,Miguel,Garcia,854,ME1,SI,NO,NO,NO,NO
P1085,juan1085@mail.com,0953127309,Juan,Mendoza,821,DE1,NO,NO,NO,NO,NO
P1086,maria1086@mail.com,0951027548,Maria,Cedeño,914,AD1,NO,NO,NO,NO,NO
P1087,rosa1087@mail.com,0960605605,Rosa,Vera,802,AD1,NO,NO,NO,NO,NO
P1088,luis1088@mail.com,0972891899,Luis,Garcia,814,IS1,NO,NO,NO,NO,SI
P1089,ana1089@mail.com,0939889732,Ana,Mendoza,821,IS3,NO,NO,NO,NO,NO
P1090,pedro1090@mail.com,0964079690,Pedro,Perez,933,EN1,NO,NO,NO,NO,NO
P1091,luis1091@mail.com,0987614154,Luis,Mendoza,709,IN1,NO,NO,NO,NO,NO
P1092,rosa1092@mail.com,0970450660,Rosa,Torres,666,MA1,NO,NO,NO,SI,NO
P1093,ana1093@mail.com,0994288800,Ana,Vera,837,IS3,NO,NO,NO,NO,NO
P1094,sofia1094@mail.com,0937346601,Sofia,Mendoza,948,CO2,NO,NO,NO,NO,NO
P1095,rosa1095@mail.com,0990994066,Rosa,Mendoza,895,IS2,NO,NO,NO,NO,NO
P1096,lucia1096@mail.com,0948374390,Lucia,Castro,814,IN1,NO,NO,NO,NO,NO
P1097,juan1097@mail.com,0925921971,Juan,Mendoza,957,AR1,NO,SI,NO,NO,NO
P1098,miguel1098@mail.com,0994930384,Miguel,Garcia,836,DE1,NO,NO,NO,NO,NO
P1099,lucia1099@mail.com,0925977399,Lucia,Perez,886,IS1,NO,SI,NO,SI,NO
P1100,sofia1100@mail.com,0939850112,Sofia,Gomez,934,IS2,NO,SI,NO,NO,NO
P1101,maria1101@mail.com,0988084183,Maria,Garcia,660,CO1,NO,NO,NO,NO,NO
P1102,maria1102@mail.com,0917303304,Maria,Castro,923,CO1,NO,NO,SI,NO,NO
P1103,ana1103@mail.com,0933759292,Ana,Castro,801,IS2,NO,NO,NO,NO,NO
P1104,ana1104@mail.com,0973354638,Ana,Gomez,928,EN1,NO,NO,SI,NO,NO
P1105,rosa1105@mail.com,0937817828,Rosa,Mendoza,958,EC1,NO,NO,SI,NO,NO
P1106,pedro1106@mail.com,0951324407,Pedro,Cedeño,888,AR1,NO,NO,NO,NO,NO
P1107,sofia1107@mail.com,0940449139,Sofia,Torres,924,AD1,NO,NO,NO,NO,NO
P1108,carlos1108@mail.com,0988665572,Carlos,Castro,734,PS1,NO,NO,SI,NO,NO
P1109,lucia1109@mail.com,0964765047,Lucia,Garcia,671,AR1,SI,NO,NO,NO,NO
P1110,maria1110@mail.com,0987338129,Maria,Cedeño,831,CO2,NO,SI,NO,NO,NO
P1111,miguel1111@mail.com,0994561740,Miguel,Torres,724,AR1,NO,NO,NO,NO,NO
P1112,lucia1112@mail.com,0962566908,Lucia,Gomez,716,EC1,NO,NO,NO,NO,NO
P1113,luis1113@mail.com,0918678371,Luis,Perez,857,IS2,NO,NO,NO,NO,SI
P1114,ana1114@mail.com,0951851858,Ana,Lopez,800,PS1,SI,NO,NO,NO,NO
P1115,juan1115@mail.com,0981264441,Juan,Gomez,965,AR1,NO,NO,NO,NO,NO
P1116,miguel1116@mail.com,0925404094,Miguel,Vera,722,AD1,NO,NO,NO,NO,NO
P1117,maria1117@mail.com,0973016098,Maria,Cedeño,783,AR1,NO,NO,NO,NO,NO
P1118,pedro1118@mail.com,0999932975,Pedro,Mendoza,680,EN1,NO,SI,NO,NO,NO
P1119,luis1119@mail.com,0958564696,Luis,Torres,934,IS2,NO,NO,NO,NO,SI
P1120,carlos1120@mail.com,0944237217,Carlos,Lopez,669,EN1,NO,NO,NO,NO,NO
P1121,sofia1121@mail.com,0958254773,Sofia,Lopez,933,IS1,NO,NO,NO,NO,NO
P1122,sofia1122@mail.com,0983109547,Sofia,Gomez,720,AR1,NO,NO,NO,NO,NO
P1123,pedro1123@mail.com,0951799018,Pedro,Torres,893,EN1,NO,NO,SI,NO,SI
P1124,pedro1124@mail.com,0988223726,Pedro,Cedeño,875,MA1,NO,NO,NO,NO,NO
P1125,juan1125@mail.com,0935949470,Juan,Gomez,866,IS3,SI,SI,NO,NO,NO
P1126,rosa1126@mail.com,0951072814,Rosa,Cedeño,717,MA1,NO,NO,NO,NO,NO
P1127,rosa1127@mail.com,0997234979,Rosa,Cedeño,731,IN1,NO,NO,NO,SI,NO
